Country;Charter type code;Organisation Name;Erasmus code;Street;Postcode;City
ES;EUCP;IES TORREON DEL ALCAZAR;E  CIUDA-R04;C/FINLANDIA, 17;13005;CIUDAD REAL
ES;EUC;I.E.S. SANTA MARÍA DE ALARCOS;E  CIUDA-R05;RONDA DE GRANADA N. 2;13004;CIUDAD REAL
ES;EUCX;ESCUELA DE ARTE PEDRO ALMODÓVAR;E  CIUDA-R06;PLAZA DE LA PROVINCIA 1;13001;CIUDAD REAL
ES;EUCP;IES MAESTRE DE CALATRAVA;E  CIUDA-R07;PASEO DE LA UNIVERSIDAD, 1;13005;CIUDAD REAL
ES;EUCX;INSTITUTO DE EDUCACION SECUNDARIA ATENEA;E  CIUDA-R12;AVENIDA PUENTE DE RETAMA 1;13071;CIUDAD REAL
ES;EUCP;COLEGIO HERMANO GARATE DE CIUDAD REAL;E  CIUDA-R14;C/ RAMIREZ DE ARELLANO, 1;13001;CIUDAD REAL
ES;EUCX;ESCUELA SUPERIOR DE CONSERVACIÓN Y RESTAURACIÓN DE BIENES CULTURALES,  DISEÑO Y  CERÁMICA DE CASTILLA-LA MANCHA;E  CIUDA-R17;PLAZA PROVINCIA , 1;13001;CIUDAD REAL
ES;EUCP;IES TIERRA DE CIUDAD RODRIGO;E  SALAMAN15;AVDA. DE BÉJAR, 10-36;37500;CIUDAD RODRIGO (SALAMANCA)
ES;EUCP;IES M.ÀNGELS CARDONA;E  PALMA24;RONDA DE BALEARS S/N;07760;CIUTADELLA DE MENORCA
ES;EUCP;I.E.S. JOSEP MARIA QUADRADO;E  PALMA30;C/MALLORCA 65;07760;CIUTADELLA DE MENORCA
DE;EUCX;TECHNISCHE UNIVERSITAET CLAUSTHAL ;D  CLAUSTH01;Adolph-Roemer-Str. 2 a;38678;Clausthal-Zellerfeld
FR;EUCP;LYCÉE LA FAYETTE;F  CLERMON37;21, BOULEVARD SCHUMAN;63002;CLERMONT FD CÉDEX 01
FR;EUCX;INSTITUT DE TRAVAIL SOCIAL DE LA RÉGION AUVERGNE;F  CLERMON42;62 AVENUE MARX DORMOY;63009 ;CLERMONT FERRAND CEDEX 1
FR;EUCX;LYCÉE RENÉ GOSSE;F  MONTPEL50;2 RUE VICTOR HUGO;34800;CLERMONT L'HÉRAULT
FR;EUCX;UNIVERSITE D'AUVERGNE - CLERMONT-FERRAND I;F  CLERMON01;49 Boulevard Francois Mitterrand;63000;Clermont-Ferrand
FR;EUCX;ECOLE NATIONALE SUPERIEURE D'ARCHITECTURE DE CLERMONT-FERRAND;F  CLERMON10;71 Boulevard Cote Blatin;63000;Clermont-Ferrand
FR;EUC;ECOLE SUPERIEURE D'ART DE CLERMONT METROPOLE;F  CLERMON22;25 rue Kessler;63 000;Clermont-Ferrand
FR;EUCX;GROUPE ECOLE SUPERIEURE DE COMMERCE DE CLERMONT;F  CLERMON09;4 BOULEVARD TRUDAINE;63037 ;CLERMONT-FERRAND
FR;EUCX;ICFP D'AUVERGNE;F  CLERMON23;10 rue du Bon Pasteur;63000;CLERMONT-FERRAND
FR;EUCP;CFA IRISUP;F  CLERMON34;91 BOULEVARD JEAN-BAPTISTE DUMAS;63000;CLERMONT-FERRAND
FR;EUCP;LYCÉE AMBROISE BRUGIÈRE DE  CLERMONT-FERRAND;F  CLERMON39;44 RUE DES PLANCHETTES;63039;CLERMONT-FERRAND CEDEX 02
FR;EUCX;UNIVERSITE BLAISE PASCAL CLERMONT II;F  CLERMON02;34, avenue Carnot;63006;CLERMONT-FERRAND CEDEX 1
FR;EUCP;LPO NEWTON ENREA;F  CLICHY01;1 PLACE JULES VERNE;92110;CLICHY
FR;EUCX;LYCEE CHARLES PEGUY 44 GORGES;F  NANTES53;3, rue de la Sevre BP 19607 GORGES;44196;CLISSON Cedex
RO;EUCX;UNIVERSITATEA DE STIINTE AGRICOLE SI MEDICINA VETERINARA DIN CLUJ-NAPOCA;RO CLUJNAP04;CALEA MANASTUR NR 3-5;400372;CLUJ NAPOCA
RO;EUCX;"UNIVERSITATEA DE MEDICINA SI FARMACIE ""IULIU HATIEGANU""  CLUJ-NAPOCA";RO CLUJNAP03;Str. Emil Isac nr.13;400023;CLUJ-NAPOCA
RO;EUCX;UNIVERSITATEA TEHNICA  DIN CLUJ-NAPOCA;RO CLUJNAP05;Str. Memorandumului, Nr. 28;400114;CLUJ-NAPOCA
RO;EUCX;UNIVERSITATEA BABES-BOLYAI;RO CLUJNAP01;Avrom Sancu Street 68;400 083;Cluj-Napoca
RO;EUCX;UNIVERSITATEA DE ARTA SI DESIGN CLUJ-NAPOCA;RO CLUJNAP06;PIATA UNIRII 31;400098;CLUJ-NAPOCA
RO;EUC;ACADEMIA DE MUZICA GHEORGHE DIMA;RO CLUJNAP02;I.C.BRATIANU/25;400079;CLUJ-NAPOCA
RO;EUCX;UNIVERSITATEA SAPIENTIA DIN CLUJ-NAPOCA;RO CLUJNAP07;STR. MATEI CORVIN 4;400112;CLUJ-NAPOCA
UK;EUCP;CLYDEBANK COLLEGE;UK CLYDEBA01;COLLEGE SQUARE, COLLEGE SQUARE;G81 1BF;CLYDEBANK
IE;EUCX;TIPPERARY INSTITUTE;IRLTHURLES02;Nenagh Road;Thurles;Co Tipperary
IE;EUC;PONTIFICAL UNIVERSITY, ST. PATRICK'S COLLEGE MAYNOOTH;IRLKILDARE01;ST. PATRICK'S COLLEGE, MAYNOOTH;NO POSTCODE;CO. KILDARE
UK;EUCX;COATBRIDGE COLLEGE;UK COATBRI01;Kildonan Street;ML5 3LS;Coatbridge
ES;EUCP;IES JUANELO TURRIANO;E  TOLEDO03;C/ DE LA ENCINA,12;45111;COBISA - TOLEDO
DE;EUCX;HOCHSCHULE FÜR ANGEWANDTE WISSENSCHAFTEN FACHHOCHSCHULE COBURG ;D  COBURG01;Friedrich-Streib-Str. 2;96450;Coburg
FR;EUC;LYCÉE JEAN MONNET;F  COGNAC03;66 BD DE CHÂTENAY BP 56;16108;COGNAC
PT;EUCX;INSTITUTO SUPERIOR BISSAYA BARRETO  (ISBB);P  COIMBRA12;CAMPUS DO CONHECIMENTO E DA CIDADANIA apartado 7049;3046-901 COIMBRA;COIMBRA
PT;EUCX;INSTITUTO POLITECNICO DE COIMBRA;P  COIMBRA02;Av. Dr. Marnoco e Sousa, n° 30;3000-271;Coimbra
PT;EUCX;UNIVERSIDADE DE COIMBRA;P  COIMBRA01;COLEGIO DE S.JERONIMO - APARTADO 3026;3001-401;COIMBRA
PT;EUCX;ESCOLA UNIVERSITÁRIA VASCO DA GAMA;P  COIMBRA22;Quinta de S. Jorge, Estrada da Conraria;3040-714 Castelo Viegas;Coimbra
PT;EUC;ESCOLA UNIVERSITARIA DAS ARTES DE COIMBRA;P  COIMBRA23;Lordemao;3020 - 210;Coimbra
PT;EUCX;ESCOLA SUPERIOR DE ENFERMAGEM DE COIMBRA;P  COIMBRA24;RUA 5 DE OUTUBRO OU AVENIDA BISSAYA BARRETO - APARTADO 55;3001-901;COIMBRA
PT;EUCX;INSTITUTO SUPERIOR MIGUEL TORGA;P  COIMBRA05;LARGO DA CRUZ DE CELAS, 1;3000-132;COIMBRA 
ES;EUCP;IES LICINIO DE LA FUENTE;E  MALAGA30;URBANO PINEDA, S/N;29100;COÍN-MÁLAGA
UK;EUCX;UNIVERSITY OF ESSEX;UK COLCHES01;WIVENHOE PARK;CO4 3SQ;COLCHESTER
UK;EUC;COLCHESTER INSTITUTE;UK COLCHES02;Sheepen Road;CO3 3LL;Colchester
UK;EUCX;UNIVERSITY OF ULSTER;UK COLERAI01;Cromore Road, ;BT52 1SA;COLERAINE
ES;EUCP;IES LAS CANTERAS;E  MADRID78;C/. PEÑALARA, 2;28400;COLLADO VILLALBA
ES;EUCP;IES LAZARO CARDENAS;E  MADRID130;C/ ISLA DE SALVORA, 153;28400;COLLADO VILLALBA
ES;EUCP;IES JAIME FERRAN;E  MADRID137;MATALPINO, 22;28400;COLLADO VILLALBA
ES;EUCX;UNIVERSIDAD A DISTANCIA DE MADRID (UDIMA) ;E  MADRID160;CARRETERA DE LA CORUÑA, KM.38,500. VÍA DE SERVICIO, Nº 15.;28400;COLLADO VILLALBA / MADRID
FR;EUCP;LYCEE BARTHOLDI - COLMAR;F  COLMAR04;9 RUE DU LYCÉE;68000;COLMAR
ES;EUCP;IES ANGEL CORELLA;E  MADRID111;PRADILLO,3;28770;COLMENAR VIEJO
IT;EUCX;"SCUOLA SUPERIORE PER MEDIATORI LINGUISTICI  ""F.CASATI""";I  COMO02;via CARLONI 8;22100;COMO
IT;EUCX;"CONSERVATORIO DI MUSICA ""G. VERDI"" DI COMO";I  COMO04;Via Cadorna 4;22100;COMO
FR;EUCX;ESCOM ECOLE SUPERIEURE DE CHIMIE ORGANIQUE ET MINERALE;F  COMPIEG05;1 ALLEE DU RÉSEAU JEAN MARIE BUCKMASTER;60200;COMPIÈGNE
FR;EUCX;UNIVERSITE DE TECHNOLOGIE DE COMPIEGNE;F  COMPIEG01;Centre Benjamin Franklin rue Roger Couttolenc BP60319;60206;COMPIEGNE CEDEX
RO;EUC;"UNIVERSITATEA ""OVIDIUS"" CONSTANTA";RO CONSTAN02;124, MAMAIA BOULEBARD;900527;CONSTANTA
RO;EUC;"UNIVERSITATEA ""ANDREI SAGUNA""";RO CONSTAN04;Bdul Al. lapusneanu no 13;900916;Constanta
RO;EUCX;"ACADEMIA NAVALA ""MIRCEA CEL BATRAN"" ";RO CONSTAN01;Fulgerului nr 1;900218;Constanta
RO;EUCX;UNIVERSITATEA MARITIMA DIN CONSTANTA;RO CONSTAN03;Mircea cel Batran 104;900663;Constantza
DK;EUCX;COPENHAGEN BUSINESS ACADEMY;DK KOBENHA32;Norre Voldgade 34;1358;COPENHAGEN
DK;EUCX;KOEBENHAVNS UNIVERSITET ;DK KOBENHA01;Fiolstraede 24, POB 1143;1010 ;Copenhagen
DK;EUCX;DET KONGELIGE DANSKE KUNSTAKADEMI BILLEDKUNSTSKOLERNE ;DK KOPENHA37;KGS. NYTORV 1;1050;COPENHAGEN
DK;EUCX;KUNSTAKADEMIETS ARKITEKTSKOLE;DK KOBENHA06;Philip de Langes alle 10;1435;Copenhagen K
DK;EUCX;DET KONGELIGE DANSKE KUNSTAKADEMI, KONSERVATORSKOLEN;DK KOBENHA38;Esplanaden 34;DK-1263 ;Copenhagen K
DK;EUCX;STATENS TEATERSKOLE;DK KOBENHA54;Per Knutzons vej 5;1437;Copenhagen K
DK;EUCX;ERHVERVSAKADEMIET COPENHAGEN BUSINESS ACADEMY;DK KOBENHA57;NOERRE VOLDGADE 34;1358;COPENHAGEN K
DK;EUCX;KØBENHAVNS ERHVERVSAKADEMI;DK KOBENHA58;PRINSESSE CHARLOTTESGADE 38;2200;COPENHAGEN N
DK;EUCX;DANMARKS DESIGNSKOLE ;DK KOPENHA26;Strandboulevarden 47;DK-2100;Copenhagen O
DK;EUCX;IT-UNIVERSITETET I KØBENHAVN;DK KOBENHA52;Rued Langgaards Vej 7;DK-2300;Copenhagen S
FR;EUCP;LYCÉE ROBERT DOISNEAU;F  EVRY08;95 BOULEVARD JEAN JAURÈS;91813;CORBEIL ESSONNES
ES;EUCX;UNIVERSIDAD DE CORDOBA;E  CORDOBA01;ALFONSO XIII, 13;14071;CORDOBA
ES;EUC;"CONSERVATORIO SUPERIOR DE MUSICA ""RAFAEL OROZCO"" CORDOBA";E  CORDOBA04;Angel de Saavedra,1;14003;Cordoba
ES;EUC;"ESCUELA SUPERIOR DE ARTE DRAMATICO ""MIGUEL SALCEDO HIERRO"" DE CÓRDOBA";E  CORDOBA05;BLANCO BELMONTE, 14;14003;CORDOBA
ES;EUCP;I.E.S MAIMONIDES;E  CORDOBA10;ALFONSO XIII,4;14001;CORDOBA
ES;EUCP;IES GRAN CAPITAN;E  CORDOBA12;C/ HUERTO DE SAN AGUSTÍN, 3 - 1ª 4;14001;CORDOBA
ES;EUCP;"IES ""BLAS INFANTE""";E  CORDOBA14;PLATERO PEDRO DE BARES/31;14007;CORDOBA
ES;EUCP;CENTRO ZALIMA;E  CORDOBA15;SANCHEZ DE FERIA, 1;14003;CORDOBA
ES;EUCP;ESCUELA DE ARTE MATEO INURRIA DE CÓRDOBA;E  CORDOBA18;PLAZA DE LA TRINIDAD Nº1;14003;CORDOBA
ES;EUCP;IES LA FUENSANTA;E  CORDOBA19;AVD CALDERON DE LA BARCA S/N;14010;CORDOBA
ES;EUCP;CICLO FORMATIVO DE GRADO SUPERIOR MANTENIMIENTO AEROMECANICO;E  CORDOBA22;c/ la Amistad n°4-3°-11;14011;CORDOBA
ES;EUCP;"IES ""LUIS DE GONGORA""";E  CORDOBA06;DIEGO DE LEÓN, 2;14002 ;CÓRDOBA
ES;EUCX;I.E.S. GALILEO GALILEI;E  CORDOBA07;Francisco Pizarro, 16;14010;CÓRDOBA
ES;EUCP;IES ÁNGEL DE SAAVEDRA;E  CORDOBA09;C/ ARCOS DE LA FRONTERA Nº 20, ESC. 7,  2ºB;14014;CÓRDOBA
ES;EUCX;UNIVERSIDAD LOYOLA ANDALUCIA;E  CORDOBA23;C/ ESCRITOR CASTILLA AGUAYO, 4;14004;CÓRDOBA
GR;EUCX;IONIO PANEPISTIMIO;G  ATHINE42;Rizospaston Voulefton 7;49100;CORFU
IE;EUCX;CORK INSTITUTE OF TECHNOLOGY;IRLCORK04;Rossa Avenue, Bishopstown;n/a;Cork
IE;EUCX;NATIONAL UNIVERSITY OF IRELAND, CORK;IRLCORK01;Roseleigh, Western Road;n/a;Cork
ES;EUCX;IES-SEP ESTEVE TERRADAS;E  BARCELO39;Bonavista s/n ;08940 ;Cornella de Llobregat
FR;EUCX;UNIVERSITE DE CORSE PASCAL PAOLI;F  CORTE01;Campus Caraman, BP 52;20250;CORTE
TR;EUCX;HITIT ÜNIVERSITESI;TR CORUM01;HITIT ÜNIVERSITESI REKTÖRLÜĞÜ ÇEPNI MAH. FEN LISESI CAD. NO:;19100;ÇORUM
ES;EUCP;IES MARIA MOLINER;E  MADRID154;AV/ESPAÑA 115;28822;COSLADA
ES;EUCX;IES MANUEL DE FALLA;E  MADRID96;MANUEL AZAÑA AV., 32;28822;COSLADA - MADRID
ES;EUCP;INSTITUTO DE EDUCACIÓN SECUNDARIA LUIS BRAILLE;E  MADRID102;LUIS BRAILLE 42;28820;COSLADA, MADRID
DE;EUCX;BRANDENBURGISCHE TECHNISCHE UNIVERSITÄT COTTBUS ;D  COTTBUS01;Konrad-Wachsmann-Allee 1;03046;Cottbus
FR;EUCX;ETABLISSEMENT PUBLIC LOCAL D'ENSEIGNEMENT ET DE FORMATION PROFESSIONNELLE AGRICOLE DU PERIGORD;F  PERIGUE10;AVENUE WINSTON CHURCHILL- BP 22;24 660;COULOUNIEIX-CHAMIERS
FR;EUCX;ECOLE DES DIRIGEANTS ET CREATEURS D'ENTREPRISE;F  COURBEV04;Galerie des Damiers/70 La Défense 1;92415;COURBEVOIE CEDEX
UK;EUCX;THE UNIVERSITY OF WARWICK ;UK COVENTR01;Gibbet Hill Road;CV4 8UW;COVENTRY
UK;EUCX;COVENTRY UNIVERSITY ;UK COVENTR02;Priory Street;CV1 5FB;Coventry
PT;EUCX;UNIVERSIDADE DA BEIRA INTERIOR ;P  COVILHA01 ;Convento de Santo António;6201-001;COVILHÃ
PL;EUC;AKADEMIA WYCHOWANIA FIZYCZNEGO IM. BRONISLAWA CZECHA W KRAKOWIE;PL KRAKOW12;Al. Jana Pawla II 78;31-571 ;Cracow
RO;EUCX;UNIVERSITATEA DIN CRAIOVA;RO CRAIOVA01;13 A.I.Cuza Street;200 585;Craiova
RO;EUCX;UNIVERSITATEA DE MEDICINA SI FARMACIE DIN CRAIOVA;RO CRAIOVA02;Petru Rares St., No. 2;200349;Craiova
UK;EUCX;CRANFIELD UNIVERSITY ;UK CRANFIE01;Wharley End;MK43 0AL;Cranfield
FR;EUCX;LYCEE D'ENSEIGNEMENT AGRICOLE PRIVE PAUL CLAUDEL;F  GRENOBL41;Route de Satolas-BP 39;38460;CREMIEU/VILLEMOIRIEU
FR;EUCX;INSTITUT UNIVERSITAIRE DE FORMATION DES MAITRES DE L'ACADEMIE DE CRETEIL;F  BONNEUI01;Olof Palme 15;94000;CRETEIL
FR;EUCX;UNIVERSITE PARIS 12 - VAL DE MARNE ;F  PARIS012;61 avenue du General de Gaulle;94010;Creteil 
FR;EUCX;UNIVERSITÉ PARIS-EST;F  PARIS372;61, AV. DU GÉNÉRAL DE GAULLE;94010 ;CRETEIL CEDEX
ES;EUCX;IES MACIA ABELA;E  ALICANT33;AVDA. MANUEL SANCHIS GUARNER S/N;03330;CREVILLENT
ES;EUCP;IES CANÓNIGO MANCHÓN;E  ALICANT32;CAMINO DEL ARQUET,S/N;03003;CREVILLENTE (ALICANTE)
ES;EUCX;INSTITUTO DE EDUCACION SECUNDARIA JORGE MANRIQUE;E  CUENCA01;Calle clara campoamor 4, 7º, A;16003;CUENCA
ES;EUCX;IES PEDRO MERCEDES;E  CUENCA02;Cañete s/n;16004;Cuenca
ES;EUCP;"INSTITUTO DE EDUCACIÓN SECUNDARIA ""SAN JOSÉ""";E  CUENCA03;FUENSANTA Nº3;16002;CUENCA
ES;EUCP;I.E.S. LORENZO HERVÁS Y PANDURO;E  CUENCA04;C/LA FUENSANTA S/N;16002;CUENCA
ES;EUCX;"ESCUELA DE ARTE ""JOSÉ MARÍA CRUZ NOVILLO""";E  CUENCA06;C/ SEVERO CATALINA 37, 2ºC;16001 ;CUENCA
ES;EUCX;INSTITUTO DE ENSEÑANZA SECUNDARIA UNIVERSIDADE LABORAL;E  LA-CORU06;RÚA SALVADOR ALLENDE, S/N;15670;CULLEREDO
UK;EUCX;CUMBERNAULD COLLEGE;UK CUMBERN01;Tryst Road, Town Centre;G67 1HU;Cumbernauld, North Lanarkshire
IT;EUC;ACCADEMIA DI BELLE ARTI ;I  CUNEO02;VIA SAVIGLIANO 8/B;12100;CUNEO
IT;EUCX;"ISTITUTO SUPERIORE DI STUDI MUSICALI - CONSERVATORIO ""G.F.GHEDINI"" DI CUNEO";I  CUNEO01;VIA ROMA 19;12100;CUNEO
IT;EUC;"SCUOLA SUPERIORE PER MEDIATORI LINGUISTICI ""ADRIANO MACAGNO"" DI CUNEO E PINEROLO SRL";I  CUNEO03;VIA MAMELI 4 BIS;12100;CUNEO
UK;EUCX;ELMWOOD COLLEGE;UK FIFE01;CARSLOGIE ROAD;KY15 4JB;CUPAR
FR;EUCP;LYCEE DE PRESLES;F  CUSSET02;BD DU 8 MAI 1945;03300;CUSSET
PL;EUCX;POLITECHNIKA CZESTOCHOWSKA ;PL CZESTOC01;ul. Dabrowskiego 69;42-200;CZESTOCHOWA
PL;EUCX;WYZSZA SZKOLA ZARZADZANIA W CZESTOCHOWIE;PL CZESTOC04;Rzasawska 40;42-209;CZESTOCHOWA
PL;EUC;AKADEMIA POLONIJNA W CZESTOCHOWIE;PL CZESTOC03;ul. Pulaskiego 4/6;42-200;CZESTOCHOWA
PL;EUC;AKADEMIA IM. JANA DLUGOSZA W CZESTOCHOWIE;PL CZESTOC02;UL. WASZYNGTONA 4/8;42-200;CZESTOCHOWA
PL;EUCX;WYZSZA SZKOLA LINGWISTYCZNA W CZESTOCHOWIE;PL CZESTOC05;KOPERNIKA 17/19/21;42-200;CZESTOCHOWA
PL;EUC;WYZSZA SZKOLA HOTELARSTWA I TURYSTYKI W CZESTOCHOWIE;PL CZESTOC06;OGRODOWA 45/47;42-200 ;CZESTOCHOWA
PL;EUCX;WYZSZA SZKOLA BIZNESU;PL DABROWA01;UL. CIEPLAKA 1C;41-300;DABROWA GORNICZA
PL;EUCX;WYŻSZA SZKOŁA PLANOWANIA STRATEGICZNEGO W DĄBROWIE GÓRNICZEJ;PL DABROWA02;KOŚCIELNA 6 ;41-303;DĄBROWA GÓRNICZA 
FR;EUCX;Etablissement Public Local de BESANCON ;F  DANCRET02;2,rue des chanets;25410;Dannemarie sur crete
FR;EUCP;LYCÉE HÔTELIER FRANÇOIS RABELAIS;F  LYON88;BP 24;69571;DARDILLY
FR;EUCX;EPLEFPA DE LYON-DARDILLY-ECULLY;F  DARDILL02;26 CHEMIN DE LA BRUYERE;69570;DARDILLY
DE;EUCX;Hochschule Darmstadt;D  DARMSTA02;Haardtring 100;64295;Darmstadt
DE;EUCX;TECHNISCHE UNIVERSITAET DARMSTADT;D  DARMSTA01;KAROLINENPLATZ 5;64289;DARMSTADT
DE;EUCX;EVANGELISCHE FACHHOCHSCHULE DARMSTADT;D  DARMSTA03;Zweifalltorweg 12;D-64293;Darmstadt
FR;EUCX;ECOLE NATIONALE SUPERIEURE D'ARCHITECTURE DE NORMANDIE ;F  ROUEN19;27, rue Lucien Fromage;76160;DARNETAL
LV;EUCX;DAUGAVPILS UNIVERSITATE;LV DAUGAVP01;Vienibas str. 13-215a;5400;Daugavpils
LV;EUCX;DAUGAVPILS MEDICĪNAS KOLEDŽA;LV DAUGAVP02 ;VARSHAVAS STR. 26A;LV-5404;DAUGAVPILS
FR;EUCP;LYCEE D'ENSEIGNEMENT GENERAL ET TECHNOLOGIQUE DE BORDA;F  DAX07;7 AVENUE PAUL DOUMER;40107;DAX CEDEX
HU;EUCX;DEBRECENI EGYETEM;HU DEBRECE01;Egyetem ter 1;4032;DEBRECEN
HU;EUCX;DEBRECENI REFORMATUS HITTUDOMANYI EGYETEM;HU DEBRECE04;Kalvin ter 16;H-4044;Debrecen
FR;EUCP;"LYCÉES ""LA DÉCOUVERTE""";F  DECAZEV01;AVENUE LÉO LAGRANGE - BP 352;12300;DECAZEVILLE
DE;EUCX;HOCHSCHULE FÜR ANGEWANDTE WISSENSCHAFTEN DEGGENDORF ;D  DEGGEND01;Edlmairstr. 6 und 8;94469;DEGGENDORF
CH;EUCX;HAUTE ÉCOLE SPÉCIALISÉE DE SUISSE OCCIDENTALE;CH DELEMON02;RUE DE LA JEUNESSE 1;2800;DELÉMONT
NL;EUCX;TECHNISCHE UNIVERSITEIT DELFT ;NL DELFT01;Jaffalaan 9A;2628 BX;DELFT
NL;EUC;UNESCO-IHE Institute for Water Education;NL DELFT05;WESTVEST 7;2611 AX;DELFT
NL;EUCX;STICHTING HBO HAAGLANDEN;NL S-GRAVE13;Johanna Westerdijkplein 75;2501 EH ;DEN HAAG
NL;EUCX;HOGESCHOOL DER KUNSTEN DEN HAAG;NL S-GRAVE05;Juliana Van Stolberglaan;2595 CA;DEN HAAG
FR;EUC;LYCÉE MOUSSERON;F  DENAIN02;BOULEVARD DU 8 MAI 1945;59220;DENAIN
ES;EUCP;IES MARIA IBARS DE DÉNIA;E  ALICANT07;AVENIDA CORTS VALENCIANES S/N;03700;DÉNIA, ALACANT
TR;EUCX;PAMUKKALE UNIVERSITESI;TR DENIZLI01;Kinikli Campus;20070;DENIZLI
UK;EUC;UNIVERSITY OF DERBY ;UK DERBY01;Kedleston Road;DE22 1GB;Derby
ES;EUCX;POLITEKNIKA IKASTEGIA TXORIERRI;E  BILBAO28;Untzaga Ibaia, 1;48160;DERIO BIZKAIA
FR;EUCP;LYCÉE AGRICOLE DERVAL;F  DERVAL02;29, RUE DE RENNES - BP 13 DERVAL;44590;DERVAL
DE;EUC;HOCHSCHULE FÜR MUSIK DETMOLD;D  DETMOLD01;Neustadt 22;32756;Detmold
NL;EUCX;SAXION UNIVERSITY OF APPLIED SCIENCES;NL ENSCHED03;Postbus 501;7400 AM;Deventer
BE;EUCX;XIOS HOGESCHOOL LIMBURG;B  HASSELT03;Universitaire campus Agoralaan Gebouw H;B-3590;Diepenbeek
BE;EUCX;UNIVERSITEIT HASSELT;B  DIEPENB01;Agoralaan-Gebouw D;3590;Diepenbeek
BE;EUCX;KATHOLIEKE HOGESCHOOL LIMBURG vzw;B  HASSELT20;Agoralaan, Universitaire Campus, Gebouw B - Bus 1;B-3590;DIEPENBEEK
BE;EUCX;TRANSNATIONALE UNIVERSITEIT  LIMBURG;B  DIEPENB07;Agoralaan-gebouw D;3590;Diepenbeek
FR;EUCX;UNIVERSITE DE BOURGOGNE;F  DIJON01;Maison de l'Université - Esplanade Erasme - BP 27877;21078;DIJON
FR;EUCX;CCI - GROUPE ECOLE SUPERIEURE DE COMMERCE  DIJON - BOURGOGNE;F  DIJON11;29 rue Sambin - BP 50608;21000;DIJON
FR;EUCX;ECOLE NATIONALE SUPERIEURE D'ART DE DIJON;F  DIJON13;3 rue michelet;21000;Dijon
FR;EUC;CONSERVATOIRE A RAYONNEMENT REGIONAL DE DIJON (NOUVELLE APPELLATION DÉCRET DU 12-10-06);F  DIJON30;24, bd CLEMENCEAU;21000;DIJON
FR;EUCP;LYCÉE GÉNÉRAL ET TECHNOLOGIQUE MONTCHAPET;F  DIJON04;36, BD. FRANÇOIS POMPON;21000;DIJON
FR;EUC;PÔLE D'ENSEIGNEMENT SUPÉRIEUR DE LA MUSIQUE EN BOURGOGNE;F  DIJON32;36-38 RUE CHABOT-CHARNY;F-21000;DIJON
FR;EUCP;LYCEE PRIVE LES ARCADES;F  DIJON33;13 RUE DU VIEUX COLLÈGE;21000;DIJON
FR;EUCX;AGROSUP DIJON;F  DIJON31;26, rue du Dr Docteur Petitjean;21079;DIJON CEDEX
FR;EUCP;LYCEE HOTELIER DE DINARD;F  DINARD02;RUE DES ECOLES - BP 80304;35803;DINARD CEDEX
TR;EUCX;DICLE UNIVERSITESI;TR DIYARBA01;YABANCI DILLER OGRETIMI UYGULAMA VE ARASTIRMA MERKEZI;21280;DIYARBAKIR
BG;EUCX;INTERNATIONAL UNIVERSITY COLLEGE;BG ALBENA01;3, Bulgaria str.;9300;DOBRICH
NL;EUCX;Ijsselgroep ISELINGE HOGESCHOOL;NL DOETINC03;Bachlaan 11;7000 AG;Doetinchem
FR;EUCX;LYCÉE LES VERGERS ;F  ST-MALO06;LYCEE LES VERGERS 4 RUE DES MURETS;35120;DOL-DE-BRETAGNE
FR;EUCX;LYCEE PASTEUR MONT ROLAND;F  DOLE04;36 rue du gouvernement BP 24;39107 ;DOLE
FR;EUCX;LYCÉE  CHARLES NODIER;F  DOLE05;6 GRAND-RUE BP28;39100;DOLE
ES;EUCX;CENTRO INTEGRADO DE FORMACIÓN PROFESIONAL A GRANXA;E  ORENSE03;PALMÁS, 2;36957;DOMAIO- PONTEVEDRA
ES;EUCP;CENTRO FORMACION MEDIO RURAL DON BENITO;E  BADAJOZ10;CARRETERA DE MIAJADAS KM 2;06400;DON BENITO
ES;EUCP;IES DONOSO CORTÉS;E  BADAJOZ19;AVENIDA DE ALONSO MARTÍN 12;06400;DON BENITO
ES;EUCP;I.E.S. SAN JOSÉ;E  BADAJOZ30;C/ ITALIA 2-2ºA;06400;DON BENITO
ES;EUCP;IES CUATROCAMINOS;E  BADAJOZ16;AVENIDA TORRES ISUNZA S/N;06400;DON BENITO (BADAJOZ)
UK;EUCX;DONCASTER COLLEGE;UK DONCAST01;HIGH MELTON CAMPUS, HIGH MELTON;DN5 7SZ;DONCASTER
ES;EUCX;LEIZARAN INSTITUTUA (LANBIDE HEZIKETA)- INSTITUTO LEIZARAN (FORMACION PROFESIONAL);E  SAN-SEB11;Igara Bidea Stret 13, 3. B;20018;Donostia (Gipuzkoa)
ES;EUC;CENTRO SUPERIOR DE MUSICA DEL PAIS VASCO - MUSIKENE;E  SAN-SEB01;Palacio Miramar. Mirakontxa 48;20007;Donostia-San Sebastian
ES;EUCP;IES ZUBIRIMANTEO BHI;E  SAN-SEB38;Pº J.M. BARANDIARAN 01-12;20013;DONOSTIA-SAN SEBASTIAN
AT;EUCX;FACHHOCHSCHULE VORARLBERG GMBH;A  DORNBIR01;Hochschulstrasse 1;6850;Dornbirn
DE;EUCX;FACHHOCHSCHULE DORTMUND ;D  DORTMUN02;Sonnenstrasse 100;44139;Dortmund
